-0.23839924	0.14394951	0.9580753	
0.18272324	0.23951711	-0.9495971	
-0.24233882	-0.8346918	0.52312887	
-0.064599425	-0.86491597	0.563483	
-0.21956947	0.03453462	0.97108185	
0.45001045	0.56464964	0.7000998	
0.06441265	0.1193241	-0.9892435	
-0.14462711	-0.028441086	0.9845034	
0.31164733	0.32404	0.89861524	
0.35109326	0.61387134	-0.7011608	
0.09498071	0.9556027	0.25649956	
0.8225183	-0.45665216	-0.21446049	
-0.1108943	0.051828124	0.9880872	
-0.38418818	0.761847	0.5342226	
-0.28216696	0.085422784	0.9531239	
0.45986223	0.6985504	0.55254483	
-0.82562	0.5743135	0.12190369	
0.17534088	0.9358897	0.28821453	
-0.8546505	0.5285848	0.1333546	
-0.53874767	-0.09552409	-0.8353448	
-0.2188146	0.0353093	0.9712243	
-0.41152176	-0.8945228	-0.088079385	
0.16073449	0.9100864	-0.3902286	
-0.92880464	0.35485244	0.21302703	
0.8245554	-0.46873677	-0.070126966	
-0.12154097	0.81002384	-0.5725819	
0.74281406	-0.27280015	0.5238397	
0.41062388	-0.64211506	0.66309226	
-0.4051442	-0.6698537	0.60862005	
0.22793713	0.5797872	0.7883606	
0.5344832	0.15565738	0.8287879	
-0.007479024	-0.98753	-0.22193104	
0.5904503	0.3273953	0.73575497	
-0.13956691	-0.14264037	-0.98021376	
-0.040089842	0.82050014	-0.5700159	
0.44365454	-0.16522999	0.88273525	
0.18397461	0.8888287	-0.42753774	
0.58473396	-0.41219187	-0.6946124	
0.49221492	0.8360793	-0.26236504	
-0.98276913	-0.17958446	-0.05785981	
0.641178	0.35347378	0.6756979	
0.897608	0.3972339	0.19530484	
0.4702859	-0.56983966	-0.66453326	
-0.17915538	0.97440684	-0.08844523	
0.15337062	-0.5411705	-0.82248116	
-0.10574161	0.49918985	-0.8539363	
0.7420226	-0.42563057	0.390115	
-0.33520713	-0.40645897	-0.84820807	
0.5900328	0.051791664	-0.8104012	
0.78280777	-0.45238793	-0.37826782	
0.13427566	-0.07158299	-0.99244833	
0.44635308	0.63225234	0.6403936	
-0.52143687	0.26622468	-0.81585896	
0.45236564	-0.8842767	-0.11321362	
0.34225494	-0.08072214	-0.94253886	
-0.37463796	0.50554436	0.78472733	
-0.065508075	-0.87795466	-0.47741348	
-0.33775824	0.69415414	0.64256144	
-0.45049006	-0.649981	0.5882366	
0.046290282	-1.0024289	0.23453331	
0.8984374	0.122380495	-0.43145037	
-0.5871253	-0.2586028	-0.7641829	
-0.3346161	0.5365625	0.7799889	
-0.014333327	0.0053830445	0.9958459	
0.58832216	0.7300627	0.35163948	
0.599694	0.49914086	0.62757075	
0.5966476	0.3505231	0.7201929	
0.5417286	0.45099825	-0.70478916	
-0.9110335	0.42270976	0.0017789751	
-0.7225515	-0.028977722	0.69067585	
0.28428286	0.7411431	-0.60743606	
-0.7219417	-0.5636159	0.3014093	
0.5947065	0.33040518	0.7307222	
0.26647127	0.84310764	0.46127883	
0.86216575	0.51317114	0.097471476	
0.2518437	0.29639888	0.92477787	
0.7900754	-0.34299338	0.3644131	
-0.90877575	-0.34728837	0.15520626	
-0.44325396	-0.6047912	-0.663877	
0.086518735	0.033145756	-0.99681866	
0.7702742	0.6497649	0.020582423	
0.5843301	-0.26422638	0.74765253	
-0.5753962	0.8203188	-0.010293409	
-0.30092913	-0.21543022	0.9234042	
-0.0113061415	0.45785332	0.8879256	
-0.18887194	-0.048748806	0.9762039	
-0.14808364	-0.01595448	0.98429	
-0.8687122	-0.28030372	-0.41515052	
0.44781792	-0.46817887	-0.75801146	
-0.35172445	-0.81557405	0.4533063	
0.83958936	0.55291367	-0.0980827	
-0.8916737	0.46057564	0.14483985	
-0.08992709	0.031989053	-0.9942682	
0.09659125	0.03790395	-0.99574757	
0.81858826	-0.30777997	-0.4607849	
0.48549283	0.086073235	0.8700923	
0.014356011	0.073265776	0.9934691	
-0.7971611	-0.42413366	-0.43352893	
-0.44575965	-0.39343882	0.79007685	
-0.14559677	-0.6141062	-0.7735174	
0.32715547	0.90899545	-0.27735505	
-0.8662511	0.01480034	-0.50075036	
0.55049676	0.73040706	0.40675107	
0.1639633	-0.17090969	-0.9769175	
-0.8264196	-0.28228134	-0.49231324	
0.23789608	0.018019155	-0.9747386	
-0.5639708	-0.4946894	-0.66173995	
0.13371168	0.9270524	-0.3579141	
-0.8501015	0.17627923	0.5302681	
-0.74214315	-0.41464633	-0.5297276	
-0.00046527106	-0.23915322	0.9714955	
0.33679116	0.16164461	-0.9277854	
0.9427507	0.29489845	0.12769881	
-0.47574478	-0.6432659	0.5699761	
0.5557993	-0.79304904	0.15016934	
0.6427754	0.5299832	0.5539776	
-0.14316352	-0.098106906	0.98042357	
0.8305234	-0.4086238	-0.30116808	
0.29972014	0.3025632	0.90952647	
-0.1733824	-0.81688005	-0.5508308	
-0.058675665	-0.961192	-0.29758984	
0.2902602	-0.7853747	-0.53862107	
0.44649228	-0.38158846	0.8138964	
-0.8920444	-0.057101205	0.45253602	
-0.68408406	-0.6149884	-0.3840834	
0.6467	0.75189817	-0.16636041	
0.047491465	-0.24677904	0.9697932	
0.53665704	0.5851637	-0.6048267	
-0.18499066	0.091736294	-0.9759356	
-0.21195178	-0.9835881	-0.027435511	
